116,81,67
199,147,129
91,122,156
90,108,64
130,128,176
92,190,172
224,124,47
68,91,170
198,82,97
94,58,106
159,189,63
230,162,39
35,63,147
67,149,74
180,49,57
238,198,20
193,84,151
0,136,170
